hc;cf;distanza;lv;quotaCF;quotaHC;quotaGap
Mariano del friuli;Lauzacco;15777.563936168332;16;60;31.00920295715332;28.99079704284668
Versa;Lauzacco;14293.715042957498;7;60;23.13545799255371;36.86454200744629
Latisana;Lignano sabbiadoro;14107.742629684351;13;7;5.5133056640625;1.4866943359375
Latisana scala;Lignano sabbiadoro;14172.691218436363;13;7;5.5133056640625;1.4866943359375
Bevazzana casello litoranea veneta;Lignano sabbiadoro;6937.304569406083;28;7;0.16124072670936584;6.838759273290634
Casali grinta;Lignano sabbiadoro;18922.648455846775;15;7;6.3910627365112305;0.6089372634887695
Campomolle;Lignano sabbiadoro;18784.178878781684;17;7;7.805864334106445;0.8058643341064453
Teor;Lignano sabbiadoro;18336.73907326794;16;7;7.206847667694092;0.2068476676940918
Ariis;Lignano sabbiadoro;19524.220132743147;17;7;10.054102897644043;3.054102897644043
Ariis cimitero;Lignano sabbiadoro;19128.915682153845;14;7;9.479960441589355;2.4799604415893555
Ariis parco;Lignano sabbiadoro;19549.78211554533;15;7;10.054102897644043;3.054102897644043
Ariis centro e.t.p.;Lignano sabbiadoro;19536.11070643989;18;7;10.054102897644043;3.054102897644043
Casali sacile;Lignano sabbiadoro;18658.596258471433;13;7;7.9696431159973145;0.9696431159973145
Casali petazzo;Lignano sabbiadoro;18785.04616512415;14;7;7.9478759765625;0.9478759765625
Pocenia;Lignano sabbiadoro;15698.555029187502;15;7;5.05306339263916;1.9469366073608398
Case trevisan;Lignano sabbiadoro;12911.118617936687;15;7;2.4833574295043945;4.5166425704956055
Casali gambellini;Lignano sabbiadoro;16568.788140516255;14;7;5.7831902503967285;1.2168097496032715
Latisana crosere;Lignano sabbiadoro;13538.64344536678;14;7;1.522046685218811;5.477953314781189
Rivarotta;Lignano sabbiadoro;14035.824073761356;14;7;2.0823349952697754;4.917665004730225
Precenicco;Lignano sabbiadoro;10974.921132816082;15;7;1;6
Pocenia zona industriale;Lignano sabbiadoro;14841.486007402154;19;7;5.951496601104736;1.0485033988952637
Palazzolo dello stella;Lignano sabbiadoro;12622.792115531456;20;7;1.3652523756027222;5.634747624397278
Casello f.s.;Lignano sabbiadoro;12416.962790504322;16;7;2.4833574295043945;4.5166425704956055
Casa longo;Lignano sabbiadoro;12299.507659743811;14;7;2.4833574295043945;4.5166425704956055
Cormor paradiso;Lignano sabbiadoro;19799.41406708509;13;7;11.960711479187012;4.960711479187012
Zavattina;Lignano sabbiadoro;14683.918860972582;15;7;6.220213413238525;0.7797865867614746
Muzzana del turgnano ponte ss 14;Lignano sabbiadoro;13030.157222048047;26;7;3.7311344146728516;3.2688655853271484
Zellina;Lignano sabbiadoro;14386.327497947857;16;7;5.650354385375977;1.3496456146240234
Zellina ponte ferrovia;Lignano sabbiadoro;14082.616547872305;18;7;5.650354385375977;1.3496456146240234
Chiarisacco;Lignano sabbiadoro;16146.236518768035;14;7;4.510447978973389;2.4895520210266113
San giorgio di nogaro;Lignano sabbiadoro;16011.206809800797;16;7;5.442806243896484;1.5571937561035156
San giorgio di nogaro cimitero;Lignano sabbiadoro;15578.90333745721;23;7;4.7517523765563965;2.2482476234436035
Planais;Lignano sabbiadoro;10850.892669685165;14;7;-0.07753685861825943;7.077536858618259
Torviscosa case savoiano;Lignano sabbiadoro;15900.868592457431;18;7;1.6187635660171509;5.381236433982849
Torviscosa molino;Lignano sabbiadoro;17509.085170965183;15;7;3.627873420715332;3.372126579284668
Torviscosa ponte ferrovia;Lignano sabbiadoro;17746.603249297033;21;7;2.5879039764404297;4.41209602355957
Tre ponti;Lignano sabbiadoro;18584.890824738566;16;7;0.11979803442955017;6.88020196557045
Torviscosa;Lignano sabbiadoro;16399.640537248368;15;7;2.9870262145996094;4.012973785400391
Belvat;Lignano sabbiadoro;16027.646063238502;17;7;-1.075460433959961;8.075460433959961
Cervignano;Lignano sabbiadoro;19760.227648867756;15;7;3.2710282802581787;3.7289717197418213
Aquileia idrovora ca' padovano;Lignano sabbiadoro;16844.471995758744;21;7;-0.20078884065151215;7.200788840651512
Val lovato;Lignano sabbiadoro;4414.111758345194;14;7;-0.23750941455364227;7.237509414553642
Lignano sabbiadoro;Lignano sabbiadoro;2647.271220277127;0;7;2.3162028789520264;4.683797121047974
Val pantani;Lignano sabbiadoro;5687.491466848608;14;7;0;7
Fraida;Lignano sabbiadoro;5156.7896249425285;15;7;-0.03847680613398552;7.0384768061339855
Lame di precenicco;Lignano sabbiadoro;6525.173592023705;15;7;0;7
Marano lagunare colomba;Lignano sabbiadoro;8850.598454709387;16;7;0;7
Ca' anfora;Lignano sabbiadoro;14541.099360221537;13;7;-2.7816812992095947;9.781681299209595
Grado sede g.i.t.;Lignano sabbiadoro;19513.082693079505;15;7;0.4218692481517792;6.578130751848221
Grado molo torpediniere;Lignano sabbiadoro;18551.21250844978;19;7;0.6536489725112915;6.3463510274887085
Torviscosa ponte ferrovia;Monfalcone;19821.426080012676;20;0;2.5879039764404297;2.5879039764404297
Tre ponti;Monfalcone;18697.1320242267;9;0;0.11979803442955017;0.11979803442955017
Muscoli;Monfalcone;17039.4993743369;7;0;2.1789941787719727;2.1789941787719727
Muscoli via san zenone;Monfalcone;16446.745541245353;16;0;2.1789941787719727;2.1789941787719727
Cervignano floricoltura vrech;Monfalcone;15604.053975335877;24;0;3.4289660453796387;3.4289660453796387
Castions delle mure casali fabbrica;Monfalcone;18761.429186107827;31;0;1.4943509101867676;1.4943509101867676
Visco;Monfalcone;19367.657260389275;8;0;20.478994369506836;20.478994369506836
Belvat;Monfalcone;18945.76277410068;9;0;-1.075460433959961;1.075460433959961
Cervignano;Monfalcone;15717.740729087736;9;0;3.2710282802581787;3.2710282802581787
Aquileia idrovora ca' padovano;Monfalcone;14738.569126666598;25;0;-0.20078884065151215;0.20078884065151215
Scodovacca;Monfalcone;13691.022785229386;9;0;4.342519760131836;4.342519760131836
Borgo modena;Monfalcone;12831.74350877592;9;0;4.265965461730957;4.265965461730957
Case polzin;Monfalcone;13788.29409118418;10;0;0.8759349584579468;0.8759349584579468
Malborghetto di cervignano;Monfalcone;13615.999238042208;22;0;0;0
Ca' viola;Monfalcone;10316.45508422144;9;0;-1;1
Ca' anfora;Monfalcone;17461.40146961572;8;0;-2.7816812992095947;2.7816812992095947
Grado sede g.i.t.;Monfalcone;16000.706060394472;16;0;0.4218692481517792;0.4218692481517792
Grado molo torpediniere;Monfalcone;16112.39877866154;18;0;0.6536489725112915;0.6536489725112915
Grado valle cavarera;Monfalcone;13893.246867922902;15;0;0.6634598970413208;0.6634598970413208
Mainizza;Monfalcone;14120.002924715616;9;0;36.78827667236328;36.78827667236328
Gradisca d'isonzo;Monfalcone;11975.38638694103;14;0;28.20496368408203;28.20496368408203
Gradisca d'isonzo ponte pedonale;Monfalcone;11960.33283454163;27;0;41.525821685791016;41.525821685791016
Gradisca d'isonzo casello idraulico;Monfalcone;11723.302863621317;30;0;28.20496368408203;28.20496368408203
Sagrado ponte ss 305;Monfalcone;11632.075904578689;16;0;23.534893035888672;23.534893035888672
Ruda cimitero;Monfalcone;11801.39377677911;11;0;8.37320327758789;8.37320327758789
Turriaco;Monfalcone;9199.29168530438;8;0;6.438595294952393;6.438595294952393
Pieris ponte ss 14;Monfalcone;8778.41311266766;15;0;5.44204044342041;5.44204044342041
Fiumicello;Monfalcone;10382.697819853012;10;0;0;0
Isola morosini ex magazzino tabacco;Monfalcone;7646.411127409639;31;0;0.3983982503414154;0.3983982503414154
Isola morosini idrovora terranova;Monfalcone;5566.432995479937;29;0;-0.651797890663147;0.651797890663147
Fossalon bonifica vittoria;Monfalcone;6025.534987175214;21;0;-1;1
Villa vicentina via sant'antonio;Monfalcone;11098.190294867345;28;0;4.834527015686035;4.834527015686035
Tapogliano ex ponte ss 252;Monfalcone;16035.993719869306;21;0;20.637659072875977;20.637659072875977
Villesse ponte ss 351;Monfalcone;12005.759283318215;18;0;12.620546340942383;12.620546340942383
Versa ponte ss 252;Monfalcone;15828.047198051765;14;0;22.48201560974121;22.48201560974121
Fratta;Monfalcone;16254.968601508803;9;0;23.620899200439453;23.620899200439453
Mariano del friuli;Monfalcone;16852.026781322533;15;0;31.00920295715332;31.00920295715332
Versa;Monfalcone;16194.408361486418;9;0;23.13545799255371;23.13545799255371
Savogna d'isonzo ponte ferrovia;Monfalcone;13410.587488422701;26;0;46.73778533935547;46.73778533935547
Savogna d'isonzo ponte sp 8;Monfalcone;13586.725520504588;22;0;46.73778533935547;46.73778533935547
Monfalcone;Monfalcone;2930.0082064289586;0;0;4.997217178344727;4.997217178344727
Alberoni idrovora sacchetti;Monfalcone;1848.3565088744035;22;0;-0.009229229763150215;0.009229229763150215
Monfalcone piscina comunale;Monfalcone;2642.900660064465;17;0;0.9136075377464294;0.9136075377464294
Livinal lunc;Monte lussari;12437.576405685822;11;1760;1805.7515869140625;45.7515869140625
Casera pieltinis;Monte zoncolan;15740.040823159417;14;1750;1712.8677978515625;37.1322021484375
Trieste istituto nautico;Muggia;4222.026519175989;22;2;7.493386745452881;5.493386745452881
Servola;Muggia;2983.643290320494;6;2;29.561124801635742;27.561124801635742
Muggia;Muggia;2012.7541650693324;0;2;0.8371971845626831;1.162802815437317
Francovec;Muggia;5270.195217363913;9;2;14.216096878051758;12.216096878051758
Noghere;Muggia;5740.579735037855;6;2;50.59730529785156;48.59730529785156
Stolvizza;Musi;8198.883811290876;8;600;584.2904052734375;15.7095947265625
Resia prato;Musi;7219.868724452711;9;600;626.32586669921875;26.32586669921875
Grauzaria;Musi;16898.398452524973;7;600;607.89410400390625;7.89410400390625
Varmo casello idraulico c.b.b.f.;Palazzolo dello stella;9912.63634951644;23;5;13.007050514221191;8.007050514221191
Madrisio ponte sul tagliamento;Palazzolo dello stella;8616.98712815356;23;5;11.814027786254883;6.814027786254883
Latisana;Palazzolo dello stella;5672.895356898068;19;5;5.5133056640625;0.5133056640625
Latisana scala;Palazzolo dello stella;5745.666707593187;17;5;5.5133056640625;0.5133056640625
Bevazzana casello litoranea veneta;Palazzolo dello stella;14927.53376311864;22;5;0.16124072670936584;4.838759273290634
Casali grinta;Palazzolo dello stella;5261.140477394937;16;5;6.3910627365112305;1.3910627365112305
San vito al tagliamento ospedale;Palazzolo dello stella;19451.10993326122;23;5;27.80974006652832;22.80974006652832
San vito al tagliamento cimitero;Palazzolo dello stella;19505.4586417223;25;5;32.09159469604492;27.091594696044922
Stalis;Palazzolo dello stella;15650.7032765862;19;5;10.510129928588867;5.510129928588867
Sesto al reghena;Palazzolo dello stella;18961.836509024666;17;5;10.6888427734375;5.6888427734375
Mure;Palazzolo dello stella;19618.549852704604;21;5;8.119863510131836;3.119863510131836
Biauzzo;Palazzolo dello stella;19879.762284266213;19;5;44.248985290527344;39.248985290527344
Codroipo centro;Palazzolo dello stella;18423.262340974146;18;5;37.96499252319336;32.96499252319336
Campomolle;Palazzolo dello stella;5151.250094690794;16;5;7.805864334106445;2.8058643341064453
Teor;Palazzolo dello stella;5060.433680019265;20;5;7.206847667694092;2.206847667694092
Flambruzzo;Palazzolo dello stella;8781.512546083837;19;5;11.445226669311523;6.445226669311523
Flambruzzo villa badoglio;Palazzolo dello stella;8865.729644670624;18;5;11.445226669311523;6.445226669311523
Case zoncolan;Palazzolo dello stella;8374.119600262686;17;5;10.054102897644043;5.054102897644043
Ariis;Palazzolo dello stella;7926.77266336175;21;5;10.054102897644043;5.054102897644043
Ariis cimitero;Palazzolo dello stella;7852.7295424699105;19;5;9.479960441589355;4.4799604415893555
Ariis parco;Palazzolo dello stella;7766.20530611466;20;5;10.054102897644043;5.054102897644043
Ariis centro e.t.p.;Palazzolo dello stella;7735.364731592018;19;5;10.054102897644043;5.054102897644043
Casali sacile;Palazzolo dello stella;6797.665931933639;16;5;7.9696431159973145;2.9696431159973145
Casali petazzo;Palazzolo dello stella;8062.262997999031;16;5;7.9478759765625;2.9478759765625
Pocenia;Palazzolo dello stella;4290.720334055866;18;5;5.05306339263916;0.053063392639160156
Case trevisan;Palazzolo dello stella;3942.2916398888833;19;5;2.4833574295043945;2.5166425704956055
Casali gambellini;Palazzolo dello stella;5550.974772948355;17;5;5.7831902503967285;0.7831902503967285
Latisana crosere;Palazzolo dello stella;3192.777636503369;17;5;1.522046685218811;3.477953314781189
Rivarotta;Palazzolo dello stella;2677.5615167262895;18;5;2.0823349952697754;2.9176650047302246
Precenicco;Palazzolo dello stella;2765.739502207841;20;5;1;4
Pocenia zona industriale;Palazzolo dello stella;5619.168944108587;18;5;5.951496601104736;0.9514966011047363
Palazzolo dello stella;Palazzolo dello stella;1709.42411398746;0;5;1.3652523756027222;3.634747624397278
Casa di guardia;Palazzolo dello stella;11247.750964444773;17;5;17.048948287963867;12.048948287963867
Codroipo;Palazzolo dello stella;18645.664067072226;19;5;42.48942565917969;37.48942565917969
Zompicchia;Palazzolo dello stella;18135.772348655613;20;5;42.523799896240234;37.523799896240234
Goricizza caserme;Palazzolo dello stella;19186.153257163023;19;5;41.91107940673828;36.91107940673828
Codroipo ponte sp. 65;Palazzolo dello stella;17420.740996814064;18;5;37.40613555908203;32.40613555908203
Molino vecchio;Palazzolo dello stella;8421.381351204947;18;5;11.674541473388672;6.674541473388672
Sivigliano;Palazzolo dello stella;8487.554685425433;20;5;11.674541473388672;6.674541473388672
Lestizza;Palazzolo dello stella;17414.436017228036;18;5;38.815711975097656;33.815711975097656
Villacaccia;Palazzolo dello stella;18586.290944949207;19;5;46.654701232910156;41.654701232910156
Rivolto;Palazzolo dello stella;16718.739889060296;19;5;37.384830474853516;32.384830474853516
Talmassons;Palazzolo dello stella;14539.985193257846;18;5;25.050640106201172;20.050640106201172
Casello f.s.;Palazzolo dello stella;3987.9056801071442;16;5;2.4833574295043945;2.5166425704956055
Casa longo;Palazzolo dello stella;4056.7173819922014;17;5;2.4833574295043945;2.5166425704956055
Mortegliano;Palazzolo dello stella;18601.32772292768;19;5;42.066070556640625;37.066070556640625
Castions di strada;Palazzolo dello stella;15604.316521044162;14;5;20.14171028137207;15.14171028137207
Cormor paradiso;Palazzolo dello stella;11659.343803989057;19;5;11.960711479187012;6.960711479187012
Sant'andrat del cormor;Palazzolo dello stella;14782.364946913367;17;5;22.43624496459961;17.43624496459961
Zavattina;Palazzolo dello stella;8904.35370683534;18;5;6.220213413238525;1.2202134132385254
Muzzana del turgnano ponte ss 14;Palazzolo dello stella;6154.329574322646;24;5;3.7311344146728516;1.2688655853271484
Ponte ss 252 km 13;Palazzolo dello stella;16067.516780268119;19;5;26.271743774414062;21.271743774414062
Ponte ss 252 km 14;Palazzolo dello stella;16436.8112748858;19;5;26.311248779296875;21.311248779296875
Zellina;Palazzolo dello stella;9710.193368023938;18;5;5.650354385375977;0.6503543853759766
Zellina ponte ferrovia;Palazzolo dello stella;9731.17415380713;19;5;5.650354385375977;0.6503543853759766
Fauglis;Palazzolo dello stella;18911.05258078432;19;5;17.458444595336914;12.458444595336914
Chiarisacco;Palazzolo dello stella;13312.281800618899;20;5;4.510447978973389;0.48955202102661133
San giorgio di nogaro;Palazzolo dello stella;12768.225211911295;18;5;5.442806243896484;0.4428062438964844
San giorgio di nogaro cimitero;Palazzolo dello stella;12466.050689771058;22;5;4.7517523765563965;0.24824762344360352
Planais;Palazzolo dello stella;15230.510402988219;18;5;-0.07753685861825943;5.077536858618259
Torviscosa case savoiano;Palazzolo dello stella;15165.717155338118;20;5;1.6187635660171509;3.381236433982849
Torviscosa molino;Palazzolo dello stella;17909.9117014176;20;5;3.627873420715332;1.372126579284668
Torviscosa ponte ferrovia;Palazzolo dello stella;18628.00393800527;21;5;2.5879039764404297;2.4120960235595703
Tre ponti;Palazzolo dello stella;19820.221764601578;19;5;0.11979803442955017;4.88020196557045
Torviscosa;Palazzolo dello stella;17393.756059675135;18;5;2.9870262145996094;2.0129737854003906
Belvat;Palazzolo dello stella;18872.607270521934;19;5;-1.075460433959961;6.075460433959961
Val lovato;Palazzolo dello stella;14209.541195440212;16;5;-0.23750941455364227;5.237509414553642
Lignano sabbiadoro;Palazzolo dello stella;14295.974675821015;20;5;2.3162028789520264;2.6837971210479736
Val pantani;Palazzolo dello stella;12773.175010854671;18;5;0;5
Fraida;Palazzolo dello stella;8616.73624596429;19;5;-0.03847680613398552;5.0384768061339855
Lame di precenicco;Palazzolo dello stella;10160.798208019361;20;5;0;5
Marano lagunare colomba;Palazzolo dello stella;11256.193765492862;18;5;0;5
Malga valine alta;Piancavallo;17802.117303674662;12;1275;1304.3956298828125;29.3956298828125
Casera pradut;Piancavallo;16011.550059455913;11;1275;1268.81591796875;6.18408203125
Piancavallo pista di fondo;Piancavallo;275.1287758231483;15;1275;1317.1888427734375;42.1888427734375
Stolvizza;Pontebba;16689.599756976175;7;590;584.2904052734375;5.7095947265625
Resia prato;Pontebba;14883.649326392402;10;590;626.32586669921875;36.32586669921875
Grauzaria;Pontebba;11167.438954183097;8;590;607.89410400390625;17.89410400390625
Fiaschetti;Pordenone;15783.25408744176;10;23;25.647066116333008;2.647066116333008
Sacile ponte lacchin;Pordenone;13908.740065934853;16;23;22.27758026123047;0.72241973876953125
Ponte della muda;Pordenone;18207.806265498042;12;23;42.66930389404297;19.66930389404297
San cassiano;Pordenone;14221.353467223802;11;23;9.0826263427734375;13.917373657226562
Tremeacque ponte destro;Pordenone;16446.046536391284;19;23;6.042686462402344;16.957313537597656
Ponte meduna;Pordenone;1636.2240949936909;8;23;19.6729736328125;3.3270263671875
Pordenone localita' torre;Pordenone;1752.326217694786;16;23;29.147491455078125;6.147491455078125
Pordenone sede c.b.c.m.;Pordenone;2119.028415524056;14;23;25.985637664794922;2.985637664794922
Pordenone campo atletica;Pordenone;2507.2642599373585;15;23;30.16668701171875;7.16668701171875
Pordenone ponte via santissima;Pordenone;1738.3933787740796;21;23;19.363529205322266;3.6364707946777344
Prata di sopra;Pordenone;8287.032912491226;11;23;12;11
Visinale di sopra;Pordenone;7664.113728311001;15;23;12.54174518585205;10.45825481414795
Visinale ponte ferro;Pordenone;8576.974662143855;16;23;12;11
Prata di pordenone;Pordenone;8602.038784953442;9;23;12;11
Tremeacque ponte sinistro;Pordenone;16389.750500402668;21;23;5.312811851501465;17.687188148498535
Porcia rondover;Pordenone;6280.292070562694;9;23;15.506112098693848;7.493887901306152
Cordenons acquedotto san giovanni;Pordenone;6357.4240994096335;25;23;69.83683776855469;46.83683776855469
Forcate ex acquedotto;Pordenone;8754.827343422206;17;23;72.82865905761719;49.82865905761719
Colesit;Pordenone;11783.964571689208;7;23;61.68111801147461;38.68111801147461
Villadolt;Pordenone;9210.720331263581;8;23;48.569671630859375;25.569671630859375
Vigonovo;Pordenone;11145.191082166855;7;23;38.288414001464844;15.288414001464844
Ponte della delizia casello c.b.c.m.;Pordenone;16507.65323616012;31;23;46.997962951660156;23.997962951660156
Ponte della delizia;Pordenone;17040.179280786633;14;23;43.79997634887695;20.799976348876953
San martino al tagliamento;Pordenone;16205.126259573773;22;23;69.169464111328125;46.169464111328125
Arzenutto;Pordenone;16266.27740678555;7;23;63.39314270019531;40.39314270019531
San vito al tagliamento ospedale;Pordenone;14186.543370269192;27;23;27.80974006652832;4.80974006652832
San vito al tagliamento cimitero;Pordenone;14923.17445505456;27;23;32.09159469604492;9.091594696044922
Stalis;Pordenone;18096.755417917975;9;23;10.510129928588867;12.489870071411133
Sesto al reghena;Pordenone;15782.856249096909;13;23;10.6888427734375;12.3111572265625
Mure;Pordenone;15867.012439479911;7;23;8.119863510131836;14.880136489868164
Zuiano;Pordenone;9195.58452486382;7;23;11.029081344604492;11.970918655395508
Panigai;Pordenone;13810.901594738532;8;23;5.501400470733643;17.498599529266357
Azzano decimo;Pordenone;8247.846871617909;10;23;13.677153587341309;9.322846412658691
Pescincanna;Pordenone;5416.880115317637;8;23;21.79218864440918;1.2078113555908203
Squarzare';Pordenone;13162.459174596364;9;23;9.371118545532227;13.628881454467773
Villacaccia;Pradamano;19702.60748891324;9;91;46.654701232910156;44.345298767089844
Villaorba;Pradamano;18551.64151311955;8;91;67.18202209472656;23.817977905273438
Colloredo di prato;Pradamano;12742.379677434072;14;91;103.91793823242188;12.917938232421875
Pagnacco;Pradamano;11338.827535787943;6;91;139.8948516845703;48.89485168457031
Colugna;Pradamano;10116.166683616464;8;91;124.73239135742188;33.732391357421875
Rizzi;Pradamano;9414.40408780269;9;91;117.85282897949219;26.852828979492188
Udine castello;Pradamano;5629.1036967781065;12;91;114.83202362060547;23.83202362060547
Pasian di prato;Pradamano;9596.819649618556;10;91;101.91656494140625;10.91656494140625
Basaldella di campoformido;Pradamano;7587.73153574649;21;91;85.4479751586914;5.552024841308594
Pozzuolo del friuli;Pradamano;10434.359883342633;17;91;64.30040740966797;26.69959259033203
Mortegliano;Pradamano;14407.019367071849;7;91;42.066070556640625;48.933929443359375
Adegliacco;Pradamano;9778.585162333235;8;91;136.69041442871094;45.69041442871094
Feletto umberto;Pradamano;8486.095866375057;13;91;130.2279510498047;39.22795104980469
Risano case moschioni;Pradamano;7740.485238276507;17;91;62.54551315307617;28.454486846923828
Trivignano udinese;Pradamano;10977.864377087317;14;91;41.905914306640625;49.094085693359375
Lauzacco;Pradamano;7493.789894182686;7;91;55.54144287109375;35.45855712890625
Pavia di udine;Pradamano;5837.062976183278;10;91;63.512428283691406;27.487571716308594
Cerneglons ponte;Pradamano;617.856676465055;13;91;87.30888366699219;3.6911163330078125
Povoletto;Pradamano;8763.082304487687;7;91;131.51287841796875;40.51287841796875
Selvis;Pradamano;3671.954489390905;9;91;98.00841522216797;7.008415222167969
Cerneglons;Pradamano;1735.8451445192452;8;91;91.393829345703125;0.393829345703125
Orzano;Pradamano;4679.34572210153;5;91;100.03337860107422;9.033378601074219
Cividale istituto agrario;Pradamano;10658.034315330387;21;91;132.30323791503906;41.30323791503906
Cividale ponte del diavolo;Pradamano;11146.239862059883;22;91;132.68756103515625;41.68756103515625
Manzano ponte case;Pradamano;8974.318000039984;16;91;65.63212585449219;25.367874145507812
Manzano;Pradamano;8040.256822118766;5;91;75.56151580810547;15.438484191894531
Albana;Pradamano;14476.708476119456;7;91;134.72122192382812;43.721221923828125
Brazzano;Pradamano;13863.600160602351;4;91;70.73090362548828;20.26909637451172
Cormons;Pradamano;15939.237838699397;7;91;79.207275390625;11.792724609375
Capriva localita' la baita;Pradamano;19510.373618732418;22;91;53.29371643066406;37.70628356933594
Ruzzis;Pradamano;19577.63178345206;9;91;62.071739196777344;28.928260803222656
La baita ponte;Pradamano;19445.725817653405;11;91;53.29371643066406;37.70628356933594
Rauscedo stazione di pompaggio c.b.c.m.;Rivis;11212.948857906864;36;69;104.90544128417969;35.90544128417969
Villa rinaldi;Rivis;18589.798206135027;11;69;95.75718688964844;26.757186889648438
Cordenons acquedotto san giovanni;Rivis;19019.768496635403;31;69;69.83683776855469;0.8368377685546875
Barbeano;Rivis;11075.734552899945;8;69;113.07208251953125;44.07208251953125
Ponte di dignano;Rivis;8415.686418939023;14;69;93.24906158447266;24.249061584472656
Ponte della delizia casello c.b.c.m.;Rivis;5888.011090838097;33;69;46.997962951660156;22.002037048339844
Ponte della delizia;Rivis;6178.484564028973;17;69;43.79997634887695;25.200023651123047
San martino al tagliamento;Rivis;6988.6980278613955;24;69;69.169464111328125;0.169464111328125
Arzenutto;Rivis;5863.625893119588;9;69;63.39314270019531;5.6068572998046875
San vito al tagliamento ospedale;Rivis;13058.712474688149;29;69;27.80974006652832;41.19025993347168
San vito al tagliamento cimitero;Rivis;11190.674908092806;30;69;32.09159469604492;36.90840530395508
Pescincanna;Rivis;17017.19965972542;10;69;21.79218864440918;47.20781135559082
Biauzzo;Rivis;4904.118722033703;6;69;44.248985290527344;24.751014709472656
Codroipo centro;Rivis;5890.706721574022;14;69;37.96499252319336;31.03500747680664
Codroipo;Rivis;5838.8249039324;7;69;42.48942565917969;26.510574340820312
Zompicchia;Rivis;6700.942808283413;8;69;42.523799896240234;26.476200103759766
Goricizza caserme;Rivis;5140.078983638769;14;69;41.91107940673828;27.08892059326172
Coseano;Rivis;10348.468355740386;7;69;112.73396301269531;43.73396301269531
Codroipo ponte sp. 65;Rivis;7036.972249077185;19;69;37.40613555908203;31.59386444091797
Turrida;Rivis;1804.0063666278513;6;69;73.52359771728516;4.523597717285156
Flaibano;Rivis;4949.118383625126;7;69;91.2201919555664;22.220191955566406
Lestizza;Rivis;16122.409256930825;7;69;38.815711975097656;30.184288024902344
Villacaccia;Rivis;10596.032484119303;9;69;46.654701232910156;22.345298767089844
Villaorba;Rivis;9518.175496363252;8;69;67.18202209472656;1.8179779052734375
San lorenzo di sedegliano;Rivis;4270.073176375119;23;69;63.10237121582031;5.8976287841796875
Rivolto;Rivis;8581.304631781906;4;69;37.384830474853516;31.615169525146484
Talmassons;Rivis;16046.644080062983;9;69;25.050640106201172;43.94935989379883
Pantianicco;Rivis;7256.6583223398775;9;69;69.67994689941406;0.6799468994140625
Colloredo di prato;Rivis;15877.640528435852;17;69;103.91793823242188;34.917938232421875
Pasian di prato;Rivis;18701.88284125601;13;69;101.91656494140625;32.91656494140625
Pozzuolo del friuli;Rivis;19481.324542117694;18;69;64.30040740966797;4.699592590332031
Mortegliano;Rivis;19463.084349855948;10;69;42.066070556640625;26.933929443359375
Sant'andrat del cormor;Rivis;19907.58321029916;22;69;22.43624496459961;46.56375503540039
Ponte ss 252 km 13;Rivis;19441.117324009658;17;69;26.271743774414062;42.72825622558594
Adegliacco;San pietro al natisone;19971.754399342564;18;160;136.69041442871094;23.309585571289062
Zompitta presa c.b.l.t.;San pietro al natisone;19043.18052019471;19;160;189.82723999023438;29.827239990234375
Zompitta borgo di sotto;San pietro al natisone;18586.841156858514;18;160;170.5098114013672;10.509811401367188
Molmentet;San pietro al natisone;19007.650416954264;19;160;193.34390258789062;33.343902587890625
Povoletto;San pietro al natisone;13790.775415168262;18;160;131.51287841796875;28.48712158203125
Togliano;San pietro al natisone;7512.112391082456;18;160;157.20269775390625;2.79730224609375
Faedis;San pietro al natisone;11464.645298548789;18;160;195.8324432373047;35.83244323730469
Faedis campo sportivo;San pietro al natisone;11593.839343886395;18;160;195.8324432373047;35.83244323730469
Torreano;San pietro al natisone;4569.244267765546;18;160;182.72909545898438;22.729095458984375
Azzida;San pietro al natisone;759.0799337012566;20;160;176.23768615722656;16.237686157226562
Cividale istituto agrario;San pietro al natisone;5657.298228126094;20;160;132.30323791503906;27.696762084960938
Cividale ponte del diavolo;San pietro al natisone;5077.862414262906;20;160;132.68756103515625;27.31243896484375
Albana;San pietro al natisone;7343.253707869186;19;160;134.72122192382812;25.278778076171875
Giasbana;San pietro al natisone;17666.723321540776;18;160;154.22291564941406;5.7770843505859375
Ponte meduna;San vito al tgl.;10582.541865220395;13;21;19.6729736328125;1.3270263671875
Pordenone localita' torre;San vito al tgl.;13675.93271246323;19;21;29.147491455078125;8.147491455078125
Pordenone sede c.b.c.m.;San vito al tgl.;14337.604543789854;19;21;25.985637664794922;4.985637664794922
Pordenone campo atletica;San vito al tgl.;14618.095602120862;17;21;30.16668701171875;9.16668701171875
Pordenone ponte via santissima;San vito al tgl.;13622.7888140165;24;21;19.363529205322266;1.6364707946777344
Prata di sopra;San vito al tgl.;16521.922855359517;14;21;12;9
Visinale di sopra;San vito al tgl.;15596.913539854846;15;21;12.54174518585205;8.45825481414795
Visinale ponte ferro;San vito al tgl.;16308.488890497112;17;21;12;9
Prata di pordenone;San vito al tgl.;16426.16142423663;15;21;12;9
Porcia rondover;San vito al tgl.;15871.491659351674;15;21;15.506112098693848;5.493887901306152
Cordenons acquedotto san giovanni;San vito al tgl.;15443.2648788607;26;21;69.83683776855469;48.83683776855469
Ponte della delizia casello c.b.c.m.;San vito al tgl.;10510.972258466032;28;21;46.997962951660156;25.997962951660156
